,Product,Price,Status
372,"Laptop gaming ASUS TUF FX505DD cu procesor AMD Ryzen 5 3550H pana la 3.70 GHz, 15.6"", IPS, 120Hz, 8GB, 256GB SSD + 1TB HDD, NVIDIA GeForce GTX 1050 3GB, Free DOS, Gunmetal Gray",3.19999 Lei,în stoc
373,"Laptop ASUS A542UF cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 15.6"", Full HD, 6GB, 1TB, NVIDIA GeForce MX130 2GB, Endless OS, Matt Dark Grey",2.89999 Lei,ultimul produs in stoc
374,"Laptop ultraportabil Dell XPS 7590 cu procesor Intel® Core™ i9-9980HK pana la 5.00 GHz Coffee Lake, 15.6"", 4K UHD, OLED, 32GB, 2TB SSD, NVIDIA GeForce GTX 1650 4GB, Windows 10 Pro, Silver",17.49999 Lei,în stoc
375,"Laptop Gaming MSI GS75 Stealth 9SF-1006XRO cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz Coffee Lake Refresh, 17.3"", Full HD, 240Hz, 16GB, 1TB SSD, nVidia GeForce RTX 2070 MAX Q 8GB, Free DOS, Black",9.79999 Lei,în stoc
376,"Laptop HP 15-da1017nq, Intel® Core™ i5-8265U, 16GB DDR4, SSD 512GB, NVIDIA GeForce MX130 4GB, Free DOS",2.89999 Lei,în stoc
377,"Laptop Gaming ASUS ROG Strix G G531GT cu procesor Intel® Core™ i5-9300H pana la 4.10GHz, 15.6"", Full HD, 120Hz, Antiglare, 8GB, 512GB SSD M.2, NVIDIA® GeForce GTX 1650 4GB GDDR5, Free DOS, Black",4.04999 Lei,ultimul produs in stoc
378,"Laptop Gaming Asus ROG G531GW cu procesor Intel® Core™ i7-9750H pana 4.5 GHz, 15.6 Full HD, 16GB, 512GB SSD M.2, NVIDIA® GeForce RTX™ 2070 8GB, Free DOS, Black",7.99999 Lei,ultimul produs in stoc
379,"Laptop Dell Inspiron 3584 cu procesor Intel® Core™ i3-7020U 2.30 GHz Kaby Lake, 15.6"", Full HD, 4GB, 1TB HDD, Intel HD Graphics 620, Ubuntu, Black",1.42300 Lei,livrare in 4 zile
380,"Laptop Gaming HP Pavilion 17-cd0002nq, Intel® Core™ i7-9750H, 16GB DDR4, SSD 512GB, NVIDIA GeForce GTX 1050 3GB, Free DOS",4.79999 Lei,ultimul produs in stoc
381,"Laptop ultraportabil Dell XPS 7590 cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz Coffee Lake, 15.6"", Full HD, IPS, 16GB, 512GB SSD, NVIDIA GeForce GTX 1650 4GB, Windows 10 Pro, Silver",11.49999 Lei,ultimele 3 produse
382,"Laptop Dell Inspiron 3583 cu procesor Intel® Core™ i7-8565U pana 4.60 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 256GB SSD, AMD Radeon 520 2GB, Linux, Black",3.29999 Lei,ultimul produs in stoc
383,"Laptop Dell XPS 13 7390 2-in-1 cu procesor Intel® Core™ i7-1065G7 (pana la 3.9 GHz), Ice Lake™, 13.4"", UHD+ InfinityEdge, Touchscreen, 32GB, 1TB SSD, Intel Iris Plus Graphics, Windows 10 Pro, FPR, Silver",14.95000 Lei,ultimele 2 produse
384,"Laptop Gaming Asus ROG G731GW cu procesor Intel® Core™ i7-9750H pana la 4.5 GHz, 17.3"", Full HD, 144 Hz, 16GB, 512GB SSD M.2, NVIDIA® GeForce RTX™ 2070 8GB, Black",8.49999 Lei,ultimele 2 produse
385,"Laptop ultraportabil ASUS ZenBook UM431DA cu procesor AMD® Ryzen 5 3500U pana la 3.70 GHz, 14"", Full HD, 8GB, 1TB SSD, AMD Radeon™ Vega 8 Graphics, Endless OS, Utopia Blue Metal",3.39999 Lei,în stoc
386,"Laptop ultraportabil Lenovo Ideapad S540-13IML cu procesor Intel® Core™ i7-10510U pana la 4.90 GHz Comet Lake, 13.3"", QHD, IPS, 16GB, 1TB SSD, NVIDIA GeForce MX250 2GB, Windows 10 Home, Light Silver",5.29999 Lei,în stoc
387,"Laptop Lenovo Ideapad S340-15IWL cu procesor Intel® Core™ i3-8145U pana la 3.90GHz, 15.6"", Full HD, IPS, 8GB, 1TB HDD, 256GB SSD M.2, Intel UHD Graphics 620, Free DOS, Abyss Blue",2.24999 Lei,în stoc
388,"Laptop Gaming Asus ROG Strix G G531GT-AL264, Intel® Core™ i5-9300H, 8GB DDR4, SSD 512GB, NVIDIA GeForce GTX 1650 4GB, Free DOS",3.94999 Lei,în stoc
389,"Laptop Gaming OMEN by HP 15-dc1036nq cu procesor Intel® Core™ i7-9750H pana la 4.5 GHz, 15.6"", Full HD, 8GB, 512GB SSD M.2, NVIDIA® GeForce® GTX 1660 Ti 6GB, Free DOS, Black",5.19999 Lei,în stoc
390,"Ultrabook Lenovo ThinkPad X1 Extreme gen 2, Intel Core Coffee Lake i9-9880H, Ecran Ultra HD/4K OLED, Multi Touch, Anti-reflective, SSD 1TB , memorie 32 GB, placa grafica dedicata GTX 1650 4GB, Windows 10 Pro, adaptor la retea RJ45 si Lenovo pen incluse",17.85000 Lei,ultimul produs in stoc
391,"Laptop Lenovo cu procesor i7-5600U, FullHD IPS (1920X1080) AntiGlare 300 Nits Display, Non-Touch, 4GB, SSD 192GB, Intel® HD Graphics 5500, No Optical Drive, Intel 7265 (2X2 Ac) And Bluetooth 4.0, D-Step, 720P Hd Camera, Win 7 Pro & Win 10 Pro 64bit",4.82499 Lei,ultimele 3 produse
392,"Laptop 2 in 1 Lenovo YOGA 730-13IKB cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 13.3"", Full HD, IPS, Touch, 8GB, 256GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Active Pen, Platinum",3.99999 Lei,în stoc
393,"Laptop Gaming MSI GS75 Stealth 9SE-1008XRO cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz Coffee Lake Refresh, 17.3"", Full HD, 240Hz, 16GB, 1TB SSD, nVidia GeForce RTX 2060 6GB, Free DOS, Black",10.49999 Lei,ultimul produs in stoc
394,"Laptop Dell Inspiron 3593 cu procesor Intel® Core™ i5-1035G1 pana la 3.60 GHz Ice Lake, 15.6"", Full HD, 8GB, 512GB SSD, NVIDIA GeForce MX230 2GB, Windows 10 Home, Black",4.39999 Lei,în stoc furnizor
395,"Laptop HP 15-dw0011nq, Intel® Core™ i5-8265U, 4GB DDR4, SSD 256GB, Intel® UHD Graphics, Free DOS",1.99999 Lei,în stoc
396,"Laptop Gaming Lenovo Legion Y740-15IRHg cu procesor Intel Core i7-9750H pana la 4.5 Ghz, 15.6"", Full HD, IPS, 144Hz G-Sync, 32GB, 1TB SSD M.2, NVIDIA GeForce RTX 2070 Max-Q 8GB, Free DOS, Black",8.89999 Lei,în stoc
397,"Laptop HP 15-da0043nq cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 1TB, DVD-RW, NVIDIA® GeForce® MX110 2GB, Free DOS, Black",1.59999 Lei,ultimul produs in stoc
398,"Laptop Apple MacBook Air 13 ecran Retina, procesor Intel® Core™ i5 1.6GHz, 8GB, 128GB SSD, Intel UHD Graphics 617, Space Grey, ROM KB",6.19999 Lei,stoc epuizat
399,"Laptop Apple MacBook Pro 13"" Touch Bar, procesor Intel® Core™ i5 1.4GHz, 8GB, 256GB SSD, Intel Iris Plus Graphics 645, Silver, ROM KB",7.69999 Lei,în stoc
400,"Laptop ultraportabil Lenovo IdeaPad 530S-14IKB cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 14"", Full HD, IPS, 8GB, 512GB SSD, NVIDIA® GeForce® MX150 2GB, Free DOS, Liquid Blue",4.14999 Lei,în stoc furnizor
401,"Laptop Dell Inspiron 3580 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz, Whiskey Lake, 15.6"", Full HD, 4GB, 1TB, AMD Radeon 520 2GB, Linux, Black",2.24999 Lei,în stoc
402,"Laptop Lenovo Thinkpad L480 cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 14"", Full HD, IPS, 16GB, 512GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Black",6.23999 Lei,ultimul produs in stoc
403,"Laptop ASUS Gaming 15.6'' TUF FX505DV, FHD, Procesor Ryzen™ 7 3750H (4M Cache, up to 4.0 GHz), 8GB DDR4, 512GB SSD, GeForce RTX 2060 6GB, No OS, Stealth Black",4.36730 Lei,ultimele 3 produse
404,"Laptop Gaming OMEN by HP 17-cb0008nq cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz, 17.3"" Full HD, IPS, 144Hz, 32GB, 1TB SSD, NVIDIA® GeForce RTX™ 2080 8GB, Free DOS, Black",10.49999 Lei,ultimele 3 produse
405,"Laptop ASUS 15.6'' X509FA, FHD, Procesor Intel® Core™ i3-8145U (4M Cache, up to 3.90 GHz), 4GB DDR4, 1TB, GMA UHD 620, No OS, Silver",1.52998 Lei,ultimul produs in stoc
406,"Laptop Asus X509FA-EJ086, Intel® Core™ i7-8565U, 8GB DDR4, SSD 512GB, Intel® UHD Graphics, Free DOS",2.80840 Lei,în stoc
407,"Laptop Gaming ASUS TUF Gaming FX505DT-AL027, 15.6"" FHD, IPS, AMD Ryzen 7 3750H (4M+2M Cache, up to 4.0 GHz, 4 CORE), NVIDIA GeForce GTX 1650 4GB GDDR5, 8GB DDR4, SSD 512GB, NO ODD, fara OS",3.58071 Lei,în stoc
408,"Laptop DELL Latitude 3340 Procesor Intel Core i5-4200 Frecventa 1.60GHz, Memorie 4GB DDR3, 128GB SSD, 13.3 inch",1.35000 Lei,livrare in 3 zile
409,"Laptop Gaming Lenovo Legion Y740-15IRHg cu procesor Intel Core i7-9750H pana la 4.5 GHz, 15.6"", Full HD, IPS, 144Hz G-Sync, 16GB, 1TB SSD M.2, NVIDIA GeForce RTX 2070 Max -Q 8GB, Free DOS, Black",8.49999 Lei,în stoc
410,"Laptop HP 15-dw0023nq, Intel® Pentium® Gold 4417U, 8GB DDR4, HDD 2TB, Intel® HD Graphics 610, Free DOS",1.69999 Lei,în stoc
411,"Laptop gaming ASUS ROG Strix SCAR III G731GV cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz Coffee Lake, 17.3"", Full HD, IPS, 144Hz, 8GB, 512GB SSD, NVIDIA® GeForce RTX™ 2060 6GB, Free DOS, Gunmetal Gray",8.19999 Lei,ultimul produs in stoc
412,"Laptop ultraportabil Lenovo Ideapad S340-14IWL cu procesor Intel® Core™ i5-8265U pana la 3.9 GHz, 14"", Full HD, IPS, 8GB, 256GB SSD M.2, Intel UHD Graphics 620, Free DOS, Abyss Blue",2.34999 Lei,în stoc
413,"Laptop Gaming Acer Predator Helios 300 cu procesor Intel Core i7-9750H pana la 4.50 GHz, 17.3"", Full HD, IPS, 144Hz, 16GB, 256GB SSD M.2, NVIDIA GeForce RTX 2070 8GB, Windows 10, Black",7.79999 Lei,în stoc
414,"Laptop Gaming Lenovo Legion Y740-15IRHg cu procesor Intel Core i7-9750H pana la 4.5 GHz, 15.6"", Full HD, IPS, 144Hz G-Sync, 16GB, 512GB SSD M.2, NVIDIA GeForce RTX 2070 Max-Q 8GB, Free DOS, Black",8.09999 Lei,în stoc
415,"Laptop Gaming HP Pavilion 15-dk0028nq cu procesor Intel® Core™ i5-9300H pana 4.10 GHz, 15.6"", Full HD, 8GB, 1TB HDD + 256GB SSD, Nvidia GeForce GTX 1650 4GB, Free DOS, Shadow black",3.99999 Lei,în stoc
416,"Laptop Lenovo Ideapad L340-15AP cu procesor AMD® Ryzen 3 3200U pana la 3.50 GHz, 15.6"", Full HD, 8GB, 256GB SSD, AMD Radeon Vega 3 Graphics, Windows 10 Home, Platinum Grey",1.89999 Lei,în stoc
417,"Laptop Gaming HP Pavilion 15-dk0027nq, Intel® Core™ i5-9300H, 16GB DDR4, HDD 1TB + SSD 128GB, NVIDIA GeForce GTX 1650 4GB, Free DOS",4.04999 Lei,în stoc
418,"Laptop Gaming MSI GE75 Raider 9SG-1059XRO cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz Coffee Lake Refresh, 17.3"", Full HD, 240Hz, 16GB, 1TB SSD, nVidia GeForce RTX 2080 8GB, Free DOS, Black",11.49999 Lei,ultimul produs in stoc
419,"Laptop Apple MacBook Pro 13"" Touch Bar, procesor Intel® Core™ i5 1.4GHz, 8GB, 256GB SSD, Intel Iris Plus Graphics 645, Space Grey, ROM KB",7.79999 Lei,ultimele 3 produse
420,"Laptop Lenovo V130-15IGM cu procesor Intel® Celeron® N4000 pana la 2.60 GHz, 15.6"", 4GB, 1TB, Intel® UHD Graphics 600, Free DOS, Iron Grey",1.17999 Lei,în stoc furnizor
421,"Laptop Apple MacBook Pro 13, ecran Retina, Touch Bar, procesor Intel® Core™ i5 2.40 GHz, 8GB, 256GB SSD, Intel Iris Plus Graphics 655, macOS Mojave, INT KB, Space Grey",9.09999 Lei,în stoc
422,"Laptop Gaming OMEN X 2S by HP 15-dg0001nq cu procesor Intel® Core™ i7 9750H pana la 4.50GHz, 15.6"", Full HD, 144Hz, IPS, Antiglare, 16GB, 512GB SSD M.2, NVIDIA Geforce RTX 2070 8GB GDDR6, Microsoft Windows 10, Black",9.99999 Lei,ultimul produs in stoc
423,"Laptop Gaming OMEN by HP 15-dc0004nq cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", Full HD, 144 Hz, IPS, 12GB, 1TB, NVIDIA® GeForce® GTX 1050 4GB, Free DOS, Shadow Black",5.49999 Lei,ultimul produs in stoc
424,"Laptop ultraportabil Lenovo IdeaPad 330S-14IKB cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 14"", Full HD, IPS, 8GB, 512GB SSD, Intel® HD Graphics 620, Free DOS, Mid Night Blue",2.29999 Lei,în stoc
425,"Laptop Dell Precision 5530, Intel Core i9-8950HK, 15.6inch, RAM 16GB, SSD 512GB + HDD 1TB, nVidia Quadro P2000 4GB, Linux, Brushed Onyx",14.01399 Lei,ultimele 2 produse
426,"Laptop HP ProBook 450 G6 cu procesor Intel® Core™ i7-8565U pana la 4.60 GHz, Whiskey Lake, 15.6"", Full HD, 16GB, 512GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10 Pro, Silver",4.99800 Lei,ultimele 2 produse
427,"Laptop ASUS X540MA cu procesor Intel® Celeron® N4000 pana la 2.60 GHz, 15.6"", 4GB, 500GB, Intel® UHD Graphics 600, Microsoft Windows 10, Chocolate Black",1.49900 Lei,ultimele 3 produse
428,"Laptop Gaming OMEN by HP 17-cb0004nq cu procesor Intel® Core™ i7-9750H pana la 4.50 GHz, 17.3"", Full HD, IPS, 144Hz, 16GB, 512GB SSD, NVIDIA® GeForce RTX™ 2060 6GB, Free DOS, Black",6.79999 Lei,în stoc
429,"Laptop ultraportabil Lenovo ThinkPad E490 cu procesor Intel® Core™ i5-8265U pana la 3.90 GHz Whiskey Lake, 14"", Full HD, IPS, 8GB, 256GB SSD, Intel UHD Graphics 620, Free DOS, Black",2.99999 Lei,în stoc
430,"Laptop Apple MacBook Pro 16 2019, ecran Retina, Touch Bar, procesor Intel® 6 Core™ 9th gen i7 2.6GHz, 16GB RAM, 512GB SSD, Radeon Pro 5300M 4GB, macOS, US KB, Space Gray",13.49000 Lei,ultimele 2 produse
431,"Laptop Lenovo IdeaPad 330-15IKB cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 512GB SSD, Intel® HD Graphics 620, Free DOS, Platinum Grey",1.79999 Lei,ultimele 2 produse
432,"Laptop Apple MacBook Pro 15, ecran Retina, Touch Bar, procesor Intel® Core™ i7 2.60 GHz, 16GB, 512GB SSD, Radeon Pro 560X W 4GB, macOS High Sierra, ROM KB, Silver",16.66000 Lei,ultimele 2 produse
433,"Laptop Dell Latitude E7250, Intel Core i5-5300U 2.30GHz, 8GB DDR3, 120GB SSD, 12 Inch,video Intel HD Graphics HDMI",1.75900 Lei,în stoc
434,"Laptop Asus X509FA-EJ219, Intel® Core™ i7-8565U, 8GB DDR4, SSD 256GB, Intel® UHD Graphics, Free DOS",2.74999 Lei,în stoc
435,"Laptop Microsoft Surface Laptop 3, 15'' PixelSense Display, AMD Ryzen 7 3780U, 16GB RAM, 512GB SSD, Radeon RX Vega 11, Windows 10 Home, Platinum",10.99900 Lei,în stoc
436,"Laptop ultraportabil Lenovo ThinkBook 13S cu procesor Intel® Core™ i5-8250U pana la 3.4 GHz Kaby Lake R, 13.3"", Full HD, 8GB, 512GB SSD M.2, Intel® UHD Graphics 620, Windows 10 Pro, Mineral Grey",4.09999 Lei,ultimul produs in stoc
437,"Laptop Gaming Dell Inspiron 5590 G5 cu procesor Intel Core i7-9750H pana la 4.5 GHz, 15.6"", Full HD, 16GB, 512GB SSD M.2, NVIDIA GeForce RTX 2060 6GB, Windows 10, Black",8.49999 Lei,ultimele 2 produse
438,"Laptop Gaming Asus ROG Strix G531GV cu procesor Intel Core i7-9750H pana la 4.5 GHz, 15.6"", Full HD, 120Hz, 16GB, 512GB SSD M.2, Nvidia GeForce RTX 2060 6GB, Free DOS, Black",6.59999 Lei,în stoc
439,"Laptop Apple MacBook Air 13 ecran Retina, procesor Intel® Core™ i5 1.6GHz, 8GB, 256GB SSD, Intel UHD Graphics 617, Silver, INT KB",6.49999 Lei,ultimele 2 produse
440,"Notebook ACER Aspire 3 A315-34 PMD-N5000; Intel® Pentium® Silver N5000 1.10 GHz; 15,6"" Full HD; 4GB; 1TB; Intel HD Graphics 605; Endless OS",1.09900 Lei,ultimul produs in stoc
441,"Laptop ultraportabil Lenovo V330-14ARR cu procesor AMD Ryzen™ 5 2500U pana la 3.60 GHz, 14"", Full HD, 8GB, 256GB SSD, Radeon™ Vega 8 Graphics, Microsoft Windows 10 Pro, Iron Gray",2.54999 Lei,în stoc
442,"Laptop Dell Latitude E7240 Procesor Intel® Core™ i5-4300U 1.90GHz, Memorie 8GB,128GB SSD , Intel® HD Graphics",1.95000 Lei,în stoc
443,"Laptop HP Pavilion 14-ce3000nq, Intel® Core™ i3-1005G1, 4GB DDR4, SSD 256GB, Intel® UHD Graphics, Free DOS",2.04999 Lei,în stoc
444,"Laptop Lenovo IdeaPad S145-15IWL, Intel® Core™ i5-8265U, 4GB DDR4, SSD 256GB, NVIDIA GeForce MX110 2GB, Free DOS",2.14999 Lei,în stoc
445,"Laptop 2 in 1 Lenovo YOGA 730-13IKB cu procesor Intel® Core™ i7-8550U pana la 4.00 GHz, Kaby Lake R, 13.3"", UHD, IPS, Touch, 16GB, 512GB SSD, Intel® UHD Graphics 620, Microsoft Windows 10, Copper, Bluetooth Active Pen",6.42600 Lei,în stoc
446,"Laptop Gaming ASUS TUF FX705DD cu procesor AMD Ryzen 5-3550H pana la 3.70GHz, 17.3"", Full HD, Antiglare, 8GB, 512GB SSD M.2, NVIDIA® GeForce GTX 1650 4GB GDDR5, Free DOS, Black",3.69999 Lei,în stoc
447,"Laptop gaming ASUS TUF FX505DU cu procesor AMD Ryzen 7 3750H pana la 4.00 GHz, 15.6"", IPS, 120Hz, 8GB, 512GB SSD, NVIDIA GeForce GTX 1660Ti 6GB, Free DOS, Gold Steel",4.24999 Lei,în stoc
448,"Laptop HP 250 G7 cu procesor Intel® Celeron™ N4000 pana la 2.60 GHz Gemini Lake, 15.6"", Full HD, 4GB, 1TB HDD, Intel UHD Graphics, Free DOS, Dark Ash Silver",1.09999 Lei,în stoc
449,"Laptop Gaming HP Pavilion 15-cx0028nq, Intel® Core™ i5-8300H, 16GB DDR4, HDD 1TB + SSD 256GB, NVIDIA GeForce GTX 1050Ti 4GB, Free DOS",3.74999 Lei,în stoc
450,"Laptop Apple MacBook Air 13, ecran Retina, procesor Intel® Core™ i5 1.60 GHz, 8GB RAM, 256GB SSD, Intel UHD Graphics 617, macOS, INT KB, Space Grey",7.69999 Lei,stoc epuizat
451,"Laptop ultraportabil ASUS ZenBook UM433DA cu procesor AMD® Ryzen 5™ 3500U pana la 3.70 Ghz, 14"", Full HD, 8GB, 512GB SSD, AMD Radeon™ Vega 8 Graphics, Windows 10 Home, Icicle Silver",3.49999 Lei,în stoc
452,"Laptop Gaming MSI GE75 Raider 8SG cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 17.3"", Full HD, IPS, 144Hz, 16GB, 1TB + 512GB SSD, NVIDIA GeForce RTX 2080 8GB, Free DOS, Black, Per Key RGB Backlit",10.69999 Lei,ultimul produs in stoc
453,"Laptop Apple MacBook Air 13 ecran Retina, procesor Intel® Core™ i5 1.6GHz, 8GB, 256GB SSD, Intel UHD Graphics 617, Gold, INT KB",6.99999 Lei,în stoc
454,"Laptop Lenovo ThinkPad P73 cu procesor Intel® Core™ i9-9880H pana la 4.80 GHz Coffee Lake, 17.3"", Full HD, IPS, 32GB, 1TB SSD, NVIDIA Quadro RTX 4000 8GB, Windows 10 Pro, Black",19.99999 Lei,ultimele 2 produse
455,"Laptop Lenovo V330-14IKB cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 14"", Full HD, 8GB, 256GB SSD, Intel UHD Graphics 620, Free DOS, Iron Grey",2.39999 Lei,în stoc
456,"Laptop Apple MacBook Pro 13, ecran Retina, Touch Bar, procesor Intel® Core™ i5 2.30 GHz, 8GB, 512GB SSD, Intel Iris Plus Graphics 655, macOS High Sierra, ROM KB, Silver",10.49999 Lei,ultimul produs in stoc
457,"Laptop Lenovo Ideapad S145-15IWL cu procesor Intel® Pentium® Gold 5405U 2.30 GHz, Whiskey Lake, 15.6"", 4GB, 256GB SSD, Intel HD Graphics 610, Free DOS, Grey",1.29999 Lei,ultimul produs in stoc
458,"Laptop 2 in 1 MYRIA MY8312SV, Intel Pentium N4200 pana la 2.5GHz, 13.3"" Touch, 4GB, SSD 256GB, Intel® HD Graphics, Free Dos",1.89805 Lei,ultimul produs in stoc
459,"Laptop Gaming Lenovo Legion Y740-15IRHg cu procesor Intel Core i7-9750H pana la 4.5 Ghz, 15.6"", Full HD, IPS, 144Hz, G-Sync, Antiglare, 32GB, 1TB SSD M.2, NVIDIA GeForce RTX 2060 6GB, Free DOS, Black",7.89999 Lei,în stoc
460,"Laptop ASUS X540UB-DM719 with processor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 15.6"", Full HD, 4GB, 1TB, DVD-RW, NVIDIA GeForce MX110 2GB, Endless OS, Silver",1.84999 Lei,în stoc
461,"Laptop Dell Inspiron 3781 cu procesor Intel® Core™ i3-7020U 2.30 GHz, Kaby Lake, 17.3"", Full HD, 8GB, 1TB, DVD-RW, Intel HD Graphics 620, Linux, Black",2.24999 Lei,în stoc
462,"NoteBook Fujitsu LIFEBOOK E754 Procesor Intel Core i5-4200M 2.5GHz - 3.1GHz Turbo, DDR3 8GB, 128GB SSD 15.6 inch",1.47360 Lei,livrare in 3 zile
463,"Laptop Gaming Asus TUF FX705GD-EW103, Intel® Core™ i5-8300H, 8GB DDR4, HDD 1TB + SSD 256GB, nVIDIA GeForce GTX 1050 4GB, Free DOS",4.69999 Lei,ultimul produs in stoc
464,"Laptop Apple MacBook Pro 13"" Touch Bar, procesor Intel® Core™ i5 1.4GHz, 8GB, 128GB SSD, Intel Iris Plus Graphics 645, Space Grey, ROM KB",6.74999 Lei,în stoc
465,"Laptop HP 250 G7 cu procesor Intel® Core™ i3-7020U pana la 2.30GHz, Kaby Lake, 15.6"", 4GB DDR4, 500GB, GMA HD 620, FreeDos, Dark Ash Silver",1.49999 Lei,în stoc
466,"Laptop Gaming OMEN by HP 15-dc1045nq cu procesor Intel® Core™ i7-9750H pana la 4.50 Ghz Coffee Lake, 15.6"", Full HD, IPS, 144 Hz, 8GB, 1TB HDD + 256GB SSD, Nvidia GeForce GTX 1650 4GB, Free DOS, Shadow black",4.99999 Lei,în stoc
467,"Laptop Lenovo IdeaPad S145-15IWL, Intel® Pentium® Gold 5405U, 4GB DDR4, HDD 1TB, Intel® UHD Graphics, Free DOS",1.19999 Lei,în stoc
468,"Laptop Apple MacBook Pro 13, ecran Retina, Touch Bar, procesor Intel® Core™ i5 2.40 GHz, 8GB, 512GB SSD, Intel Iris Plus Graphics 655, macOS Mojave, INT KB, Space grey",10.49999 Lei,ultimele 3 produse
469,"Laptop ultraportabil HP 14s-dq0000nq cu procesor Intel® Pentium Gold™ 5405U 2.30GHz Whiskey Lake, 14"", Full HD, IPS, 4GB, 512GB SSD, Intel HD Graphics, Windows 10 Home, Natural silver",2.19999 Lei,în stoc
470,"Laptop Gaming MSI GE75 Raider 9SG-1058XRO cu procesor Intel® Core™ i9-9880H pana la 4.80 GHz Coffee Lake Refresh, 17.3"", Full HD, 144Hz, 32GB, 1TB SSD, nVidia GeForce RTX 2080 8GB, Free DOS, Black",14.99999 Lei,ultimele 2 produse
471,"Laptop Lenovo IdeaPad 130-15IKB cu procesor Intel® Core™ i3-6006U 2.00 GHz, Skylake, 15.6"", 4GB, 1TB, Intel® HD Graphics 520, Free DOS, Black",1.44999 Lei,ultimele 2 produse
472,"Laptop Dell Inspiron 5584 cu procesor Intel® Core™ i7-8565U pana 4.60 GHz, Whiskey Lake, 15.6"", Full HD, 8GB, 1TB + 128GB SSD, NVIDIA GeForce MX130 4GB, Microsoft Windows 10 Home, Platinum",4.54999 Lei,în stoc furnizor
473,"Laptop HP ProBook 430 G6 cu procesor Intel® Core™ i5-8265U pana la 3.9 GHz, 13.3"", Full HD, 8GB, 256GB SSD M.2, Intel® UHD Graphics 620, Windows 10 Pro, Silver",3.29999 Lei,în stoc
474,"Laptop ultraportabil ASUS ZenBook Pro 15 UX580GE cu procesor Intel® Core™ i7-8750H pana la 4.10 GHz, Coffee Lake, 15.6"", UHD, Touch, 16GB, 512GB SSD, NVIDIA GeForce GTX 1050 Ti 4GB, Microsoft Windows 10 Pro, Deep Dive Blue",9.99994 Lei,ultimul produs in stoc
475,"Laptop ultraportabil Lenovo Thinkbook 13S cu procesor Intel Core i5-8265U pana la 3.90 Ghz Whiskey Lake, 13.3"", Full HD, IPS, 8GB, 512GB SSD, Intel UHD Graphics 620, Windows 10 Pro, Mineral Grey",4.67999 Lei,în stoc furnizor
476,"Laptop Asus ZenBook UX580GE cu procesor Intel® Core™ i9-8950HK pana la 4.8 GHz, 15.6"", Ultra HD, 16GB, 512GB SSD M.2, NVIDIA GeForce GTX 1050 Ti 4GB, Windows 10, Deep Dive Blue",12.49999 Lei,în stoc
477,"Laptop Apple MacBook Pro 16 2019, ecran Retina, Touch Bar, procesor Intel® 8 Core™ 9th gen i9 2.3GHz, 16GB RAM, 1TB SSD, Radeon Pro 5500M 4GB, macOS, US KB, Space Gray",15.46000 Lei,ultimul produs in stoc
478,"Laptop Apple MacBook Air 13, ecran Retina, procesor Intel® Core™ i5 1.60 GHz, 8GB RAM, 128GB SSD, Intel UHD Graphics 617, macOS, ROM KB, Space Grey",6.62711 Lei,ultimele 2 produse
479,"Laptop HP 15 15s-fq1002nq cu procesor Intel® Core™ i5-1035G1 pana la 3.60 GHz Ice Lake, 15.6"", Full HD, 4GB, 256GB SSD, Intel® UHD Graphics, Free DOS, Silver",2.39999 Lei,în stoc
480,"Laptop ASUS X509FB cu procesor Intel® Core™ i3-8145U 3.90 GHz Whiskey Lake, 15.6"", Full HD, 4GB, 1TB HDD, NVIDIA GeForce MX110 2GB, Endless OS, SLATE GRAY",1.72550 Lei,în stoc
481,"Laptop ASUS VivoBook S15 S530UF cu procesor Intel® Core™ i5-8250U pana la 3.40 GHz, Kaby Lake R, 15.6"", Full HD, 8GB, 256GB SSD, NVIDIA GeForce MX130 2GB, Free DOS, Silver/Blue",3.09400 Lei,ultimele 3 produse
